id_unico	decisao_revisada	confianca	regra	subgrupo_duvida	nucleo_analitico	ano	bases_origem	doi	termos_bloco_a	termos_bloco_b	auditado	titulo	justificativa_reprodutivel
REG_01838	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2013	Scopus	10.1007/s10333-011-0287-x	operation and maintenance	sustainab	nao	An effective approach to sustainable small-scale irrigation developments in Sub-Saharan Africa	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_01839	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2013	Scopus|WoS	10.1061/(asce)wr.1943-5452.0000249		sustainab	nao	Centralized versus decentralized wastewater reclamation in the houghton area of Tucson, Arizona	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_01840	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2013	Scopus	10.1201/b14666		sustainab	nao	Sewer processes: Microbial and chemical process engineering of sewer networks	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01841	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus			sustainab	nao	Public community participation model for renewable energy projects in India	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01842	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus		operation and maintenance	sustainab	nao	Sustainable cost comparison for concentrate management	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01843	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus		operation and maintenance	sustainab	nao	Solar membrane distillation	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01844	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus			sustainab	nao	DOD creates 'distributed renewable energy' model to uplift rural communities in Afghanistan	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01845	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus|WoS	10.1016/j.jenvman.2012.08.025	operation and maintenance	sustainab	nao	Selection of an appropriate wastewater treatment technology: A scenario-based multiple-attribute decision-making approach	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_01851	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.3969/j.issn.1000-1026.2012.23.011	operation and maintenance	life cycle; life cycle cost	nao	Substation locating and sizing optimization planning based on life cycle cost	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_01852	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.1109/appeec.2012.6307742	operation and maintenance	life cycle; life cycle cost	nao	Analysis of LCC model of high-voltage transmission line	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_01853	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.1007/978-3-642-32775-9_15	operation and maintenance	life cycle	nao	ICT requirements analysis for enterprise networks supporting solar power plants	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01854	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus		operation and maintenance; retrofit	sustainab; sustainability indicator	nao	Framework of sustainability indicators for public water systems	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01856	DESCARTAR	media	D5_SEM_ACAO_MANUTENCAO	apenas_bloco_b	FALSE	2012	Scopus			sustainab; green building; life cycle; life cycle cost	nao	A framework for life cycle cost analysis of sustainability features in buildings	Há edificação e sustentabilidade/desempenho, mas sem ação de manutenção/operação/FM suficiente.
REG_01866	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus			life cycle	nao	Life cycle strain mapping by optical fiber sensors for defect and damage detection of CFRP structures	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01869	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus		operation and maintenance	sustainab; life cycle; greenhouse gas	nao	Edmonton's North LRT extension: Sustainability throughout the project life cycle	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01872	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.1145/2491617.2491620	operation and maintenance	life-cycle	nao	On the application of software modelling principles on ISO 15926	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01873	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus		maintenance management	life cycle	nao	I&C modernization project of Loviisa NPP-process clearance management in a digitalized control room	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01874	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus		operation and maintenance	sustainab	nao	Selection of a sewer rehabilitation method: A risk-based lifecycle analysis	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01876	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus		maintenance management	life-cycle	nao	Productive predictions: Life expectancy analysis improves maintenance management of high-voltage motors and generators	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01878	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus		maintenance management	life cycle	nao	Failure data analysis of an oil refinery centrifugal pumps	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_01880	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus			life-cycle	nao	A cost effective approach for the management and maintenance of the operational phase of cosmo-skymed di seconda generazione together with the first generation system	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01882	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus		operation and maintenance; maintenance strategy	life cycle	nao	A probabilistic approach to introduce risk measurement indicators to an offshore wind project evaluation - Improvement to an existing tool	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_01886	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus			sustainab	nao	Business drivers for nuclear plant operations and maintenance automation	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_01887	DESCARTAR	media	D5_SEM_ACAO_MANUTENCAO	apenas_bloco_b	FALSE	2012	Scopus			sustainab; building performance	nao	Designing energy efficient buildings amethodological approach based on computer simulation	Há edificação e sustentabilidade/desempenho, mas sem ação de manutenção/operação/FM suficiente.
REG_01889	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus			sustainab	nao	An economic feasibility analysis of photovoltaic battery technology implementation	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01890	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus		maintenance management	sustainab	nao	Prototype development of river-bed change monitoring system for river maintenance management	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_01894	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.1109/icsm.2012.6405316		sustainab	nao	Sustainability guidelines for long-living software systems	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01896	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.1061/9780784412480.019	maintenance management; condition assessment	sustainab	nao	GIS: A decision making tool for pipeline asset management in Atlanta	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_01898	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus			sustainab	nao	Strategies to improve cost-efficiency of stroke care: Stroke units and telestroke	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01899	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus		operation and maintenance	sustainab	nao	Chamber for thermo-mechanical tests of high voltage insulators	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01900	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.1109/icphm.2012.6299538	operation and maintenance; maintenance strategy; condition based maintenance	environmental performance	nao	Optimization of wind turbines operation and maintenance using failure prognosis	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01901	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.3785/j.issn.1008-973x.2012.11.012	maintenance management; maintenance strategy	life cycle; life cycle cost	nao	Bridge maintenance optimization based on life cycle carbon offset cost analysis	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_01903	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.1080/02508060.2012.733669	operation and maintenance	sustainab	nao	Promoting sustainable sanitation through wastewater-fed aquaculture: A case study from Ghana	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_01904	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.4028/www.scientific.net/amm.186.247	maintenance management	life cycle	nao	Establishing the state of operation on vibration behavior of industrial robot	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01908	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus		operation and maintenance	life-cycle	nao	A comparative life-cycle cost analysis of steel-concrete composite bridges	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_01909	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus		maintenance management	life cycle	nao	Availability orientated operation of automated people mover	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01911	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus		operation and maintenance	service life	nao	Stochastic models for degrading infrastructure systems	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01914	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus		maintenance management	service life	nao	Gamma processes for the degradation analysis of engineering structures	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01917	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus|WoS	10.1016/j.pce.2012.09.011	operation and maintenance	sustainab	nao	Factors affecting sustainability of rural water schemes in Swaziland	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01919	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.1108/14714171211272199	maintenance management	sustainab	nao	Perceived inefficiency in social housing maintenance	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01921	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.3233/ao-2012-0112	maintenance management	life cycle	nao	A formal ontology for industrial maintenance	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01926	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus		operation and maintenance	life cycle; life cycle cost	nao	Scalable and customer-oriented life cycle costing model: A case study of an innovative vertical axis wind turbine concept (case-vawt)	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_01928	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.1061/9780784412312.368	operation and maintenance	sustainab	nao	Operation and maintenance assessment for structural stormwater BMPs	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01929	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus			sustainab	nao	Supporting environmental, health and safety programs through a best-in-class CMMS/EAM solution	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01931	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.1049/ic.2012.0057	operation and maintenance	life cycle	nao	Electrical integration and interface management	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01935	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.1016/j.rser.2012.05.019	operation and maintenance	sustainab	nao	Identification of stakeholders for sustainable renewable energy applications in Cameroon	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01936	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.2495/ut120531	maintenance management	life cycle	nao	Review of sub-Saharan African gravel roads management system: Tanzanian case study	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01937	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.1108/13552511211265785	operation and maintenance	life cycle	nao	On the operation and maintenance practices of wind power asset: A status review and observations	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01953	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus		operation and maintenance	sustainab	nao	Intelligent technology is essential for modern integrity management	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01956	RELEVANTE	alta	R1_OBJETO_ACAO_CRITERIO	apenas_bloco_b	FALSE	2012	Scopus|WoS	10.4028/www.scientific.net/amm.174-177.2111		sustainab; green building; life cycle	nao	Research on the application of BIM in the operation stage of green building	Objeto predial + ação de manutenção/operação/FM/retrofit/avaliação + critério ou contexto verificável.
REG_01957	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus		operation and maintenance	life cycle; life cycle cost	nao	Substation life cycle cost planning based on the GIS spatial analysis and improved PSO algorithm	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_01961	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.1002/rem.21321	operation and maintenance	sustainab	nao	Sustainable wind-driven bioventing at a petroleum hydrocarbon-impacted site	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_01962	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.3923/ajaps.2012.327.341	maintenance management	life cycle; life cycle cost	nao	Optimum Genetic Algorithm structure selection in pavement management	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01963	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.1109/rams.2012.6175481	maintenance management	life cycle; life cycle cost	nao	RUL prediction using moving trajectories between SVM hyper planes	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01968	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.1080/21563306.2012.10505409	operation and maintenance	life cycle; life-cycle	nao	Real cost for energy sufficiency	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01970	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.1108/02656711211224875	operation and maintenance	life cycle; life cycle cost	nao	Product support improvement by considering system operating environment: A case study on spare parts procurement	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01971	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.1177/0956247811434259	operation and maintenance	sustainab	nao	Economic, environmental and socio-cultural sustainability of three constructed wetlands in Thailand	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01973	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.1021/es203765q		sustainab	nao	Horizontal directional drilling: A green and sustainable technology for site remediation	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01975	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus		operation and maintenance	life cycle; life cycle cost	nao	Life cycle costs in wastewater disposal - Part 1: Minimizing operation and maintenance costs through optimal pump configuration	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_01978	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus			sustainab	nao	San Antonio river authority takes leadership role: Sustainability through stream restoration	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_01979	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.1007/978-94-007-2724-3_5	maintenance management	life cycle	nao	Flexible investment planning and collaborative maintenance management	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01980	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.1007/978-94-007-2724-3	operation and maintenance	life cycle	nao	Asset management: The state of the art in Europe from a life cycle perspective	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01984	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus|WoS	10.1108/02632771211202824		sustainab	nao	Validation of the adaptive reuse potential (ARP) model using iconCUR	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01987	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus		operation and maintenance	life-cycle	nao	Computer system validation: A requisite approach for laboratory	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01988	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.2166/wst.2012.858	operation and maintenance	sustainab	nao	Impediments and constraints in the uptake of water sensitive urban design measures in greenfield and infill developments	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01989	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus		operation and maintenance	sustainab	nao	Inertization of cadmium enriched hazardous residue: An inert approach	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01991	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus			green building	nao	Blueprint for Greening Affordable Housing	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_01992	DESCARTAR	media	D5_SEM_ACAO_MANUTENCAO	apenas_bloco_b	FALSE	2012	Scopus	10.1080/01998595.2012.10483744		sustainab; green building	nao	Sustainability in multi-tenant office buildings: Anatomy of a leed ebom program	Há edificação e sustentabilidade/desempenho, mas sem ação de manutenção/operação/FM suficiente.
REG_01999	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus|WoS	10.2166/ws.2011.135	operation and maintenance	sustainab; life cycle; life cycle cost; service life	nao	Life cycle cost assessment of a rain water harvesting system for toilet flushing	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_02002	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.1115/icone20-power2012-55020	operation and maintenance	life cycle	nao	Life cycle management of gas turbine - An OEM independent approach	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_02003	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.1080/15732479.2011.628962		life-cycle	nao	Maintenance, management, life-cycle design and performance of structures and infrastructures: a brief review	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_02004	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus|WoS	10.1109/ieem.2012.6837842	operation and maintenance	life cycle	nao	Failure rate prediction in various life cycle phases: A framework for updating	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_02005	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus			life cycle	nao	Life cycle analysis in the energy sector	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_02007	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.2298/tsci120223077m		sustainab	nao	Business process management in sustainable property/asset management by using the totalobserver	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_02008	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.1201/b12516-139	maintenance management	life cycle	nao	Cost maintenance management	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_02011	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus		operation and maintenance	life-cycle	nao	Offshore wind turbines: Reliability, availability and maintenance	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_02013	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.1201/b12352-183	maintenance management	life-cycle	nao	Study on performance evaluation and maintenance management system of weathering steel bridge	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_02015	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.1533/9780857093776.1.126		life cycle	nao	Responsibilities of the nuclear operator in nuclear power programmes	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_02016	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.2175/193864712811704143	operation and maintenance	life-cycle	nao	Identifying cost savings through energy conservation measures at mechanically aerated activated sludge treatment processes in southeast Florida	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_02018	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus|WoS	10.1007/s13198-012-0108-7	operation and maintenance	life cycle	nao	System assurance of subsea petroleum production systems: A case study mapping factors influencing the sourcing strategy	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_02021	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus		operation and maintenance	life-cycle	nao	An overview for prognostics based maintenance (PBM) of new and used aero-engines in china: Theory and methods	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_02022	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus			life cycle	nao	A methodology for modelling temporal nature of trust in trust maintenance for Digital Enterprise	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_02024	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.4028/www.scientific.net/amm.137.408	operation and maintenance	life cycle	nao	Fatigue performance analysis of PC bridge based on precast damage accumulation effect	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_02025	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.2175/193864712811741476	maintenance management	sustainab	nao	An off-the-shelf computerized maintenance management system as an asset management platform for small to medium size municipalities	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_02027	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.1007/s13198-012-0107-8	operation and maintenance	life cycle	nao	A multi-attribute approach for release time and reliability trend analysis of a Software	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_02028	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.1109/wicsa-ecsa.212.21	operation and maintenance	life cycle	nao	On the composition and reuse of viewpoints across architecture frameworks	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_02032	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus|WoS	10.1016/j.egypro.2012.06.107	operation and maintenance; maintenance strategy	life cycle	nao	A probabilistic approach to introduce risk measurement indicators to an offshore wind project evaluation - Improvement to an existing tool ECUME	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_02035	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus|WoS	10.1115/detc2012-70792	operation and maintenance; maintenance strategy; condition based maintenance	environmental performance	nao	Prognosis informed design framework for operation and maintenance of wind turbines	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_02037	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus		operation and maintenance; maintenance strategy; condition based maintenance	environmental performance	nao	Quantification of economic and environmental benefits for prognosis informed wind farm operation and maintenance	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_02038	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus|WoS	10.1115/isfa2012-7168	operation and maintenance; maintenance strategy; condition based maintenance	environmental performance	nao	Prognosis informed stochastic decision making framework for operation and maintenance of wind turbines	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_02041	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.4018/978-1-4666-2002-5.ch014	operation and maintenance; maintenance management	sustainab	nao	Integrated Operations in Petrobras: A Bridge to Pre-Salt Achievements	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_02042	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus			sustainab	nao	Sustainable, high-performance operations and maintenance	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_02044	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.1016/j.jenvman.2011.07.008	operation and maintenance	sustainab	nao	Phytoplankton as bioindicator for waste stabilization ponds	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_02045	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus		maintenance management	sustainab	nao	Automation in maritime operational maintenance - An integrated approach	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_02046	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus	10.1007/978-3-642-32775-9_49	operation and maintenance	sustainab	nao	Towards a cybernetic theory and reference model of self designing complex collaborative networks	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_02047	DESCARTAR	alta	D3_SEM_OBJETO_PREDIAL	apenas_bloco_b	FALSE	2012	Scopus			sustainab	nao	Systems optimization challenges within the U.S. Army corps of engineers' navigation program	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
