id_unico,doi,titulo,ano,bases_origem,resumo_presente,classe_pre_triagem,justificativa,sinal_titulo,bloco_a_presente,bloco_b_presente,bloco_c_presente,bloco_d_presente,bloco_tecnologico_presente,bloco_conceitual_presente,termos_bloco_a,termos_bloco_b
REG_01757,10.1016/j.rser.2013.05.040,Energy retrofit of a single-family house: Life cycle net energy saving and environmental benefits,2013,Scopus,sim,relevante,Bloco A (building operation; retrofit) e Bloco B (life cycle; life-cycle; environmental performance) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,building operation; retrofit,life cycle; life-cycle; environmental performance
REG_01758,,Reliability and maintenance based design of machine tools,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,,life cycle; life cycle cost
REG_01759,,Mitigating risks related to facilities management.,2013,Scopus,sim,relevante,Bloco A (facilities management) e Bloco B (sustainab) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,facilities management,sustainab
REG_01760,,Framework for life-cycle infrastructure information modeling and management,2013,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (life-cycle) presentes.,sugere_parcial,sim,sim,nao,nao,sim,nao,operation and maintenance,life-cycle
REG_01761,10.3390/buildings3020300,Manchester Civil Justice centre: Procuring and managing an institutional building with a mixed mode ventilation system - A case for post-occupancy evaluation,2013,Scopus|WoS,sim,relevante,Bloco A (facilities management) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,facilities management,sustainab
REG_01762,10.2175/193864713813674522,"20-Year Life Cycle Analysis of an Effluent Sewer (STEP) System City of Lacey, Washington",2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,nao,nao,,life cycle; life cycle cost
REG_01763,10.4324/9780203737712,Intelligent buildings: An introduction,2013,Scopus,sim,relevante,Bloco A (facilities management) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,nao,nao,sim,nao,facilities management,sustainab
REG_01764,10.1016/j.techsoc.2013.10.001,Technology transfer of hand pumps in rural communities ofSwaziland: Towards sustainable project life cycle management,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,nao,nao,,sustainab; life cycle
REG_01765,,ECO-design of solar driven systems: A performance comparison between the Italian and the Brazilian context,2013,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (life cycle; life-cycle; environmental performance) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,operation and maintenance,life cycle; life-cycle; environmental performance
REG_01766,10.1016/j.buildenv.2012.09.012,A methodology for estimating the life-cycle carbon efficiency of a residential building,2013,Scopus,sim,relevante,Bloco A (building operation) e Bloco B (life-cycle; service life) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,building operation,life-cycle; service life
REG_01767,10.1504/ijisd.2013.057048,Campus sustainability involvement and opinions: A survey of operational decision makers and faculty in the USA,2013,Scopus|WoS,sim,relevante,Bloco A (facilities management) e Bloco B (sustainab) presentes.,sugere_parcial,sim,sim,nao,sim,nao,sim,facilities management,sustainab
REG_01768,10.1007/978-3-642-36051-0_35,RAMS in operation and maintenance,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,life cycle
REG_01769,10.1061/9780784413029.057,Synthesis of existing BIM maturity toolsets to evaluate building owners,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,sim,nao,,life cycle
REG_01770,,The application of whole life costing in PFI/PPP projects,2013,Scopus,sim,relevante,Bloco A (facilities management) e Bloco B (life cycle; whole life cost; life cycle cost) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,facilities management,life cycle; whole life cost; life cycle cost
REG_01771,10.1109/pvsc.2013.6745173,Eco-efficiency of CdTe photovoltaics with tracking systems,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,,sustainab; life cycle
REG_01772,10.1007/s13198-013-0156-7,A life cycle cost based approach of O&M support for mechanical systems,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,nao,nao,operation and maintenance,life cycle; life cycle cost
REG_01773,10.1080/19443994.2013.813006,Life cycle cost analysis of a sustainable solar water distillation technique,2013,Scopus|WoS,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab; life cycle; life cycle cost
REG_01774,,Integrated 3D ship design and information management - Saving time and reducing costs with integrated 3D ship design and on-line ship life cycle information management,2013,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (life cycle) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,operation and maintenance,life cycle
REG_01775,10.2749/222137813815776098,Development of a new non-destructive inspection technique of suspender ropes of suspension bridges,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,maintenance management,life cycle; life cycle cost
REG_01776,10.2175/193864713813716877,"Challenges and successes in improving efficiency and reducing life cycle cost by integrating DCS SCADA data, physical and biochemical process simulations and asset management through IViewops (AquiFas+), single user friendly platform for plant optimization",2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,sim,nao,nao,nao,maintenance management; retrofit,life cycle; life cycle cost
REG_01777,10.1016/j.enbuild.2013.02.063,LCE analysis of buildings - Taking the step towards Net Zero Energy Buildings,2013,Scopus,sim,relevante,Bloco A (building operation) e Bloco B (life cycle; net zero) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,building operation,life cycle; net zero
REG_01778,,The influence of energy balance of buildings on the sbtoolcz assessment methodology - statistical evaluation of student projects,2013,Scopus|WoS,sim,relevante,Bloco A (building operation) e Bloco B (life cycle) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,building operation,life cycle
REG_01779,,"PDO's journey of process control optimisation - A look back to the 15 years of existence of the PCO Team - Challenges, achievements, training, future",2013,Scopus,sim,relevante,Bloco A (facilities management) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,facilities management,sustainab
REG_01780,10.4028/www.scientific.net/amm.316-317.254,Contrastive analysis between wind power generation and coal generation on the environmental impact assessment,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,life cycle
REG_01781,,"PDO's journey of process control optimisation - A look back to the 15 years of existence of the PCO team - challenges, achievements, training, future",2013,Scopus,sim,relevante,Bloco A (facilities management) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,facilities management,sustainab
REG_01782,10.3303/cet1335064,Analysis of environmental aspects in high energy performance family house - Case study,2013,Scopus,sim,relevante,Bloco A (building operation) e Bloco B (life cycle) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,building operation,life cycle
REG_01783,10.1016/j.proeng.2013.04.082,Selection of efficient retrofit scenarios for public buildings,2013,Scopus|WoS,sim,relevante,Bloco A (operation and maintenance; retrofit) e Bloco B (sustainab; life cycle; life cycle cost) presentes.,sugere_parcial,sim,sim,sim,sim,nao,nao,operation and maintenance; retrofit,sustainab; life cycle; life cycle cost; service life
REG_01784,10.3303/cet1333066,"Advances in PHM application frameworks: Processing methods, prognosis models, decision making",2013,Scopus|WoS,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,sim,nao,nao,nao,operation and maintenance,life-cycle
REG_01785,10.1016/j.apenergy.2013.04.008,Life cycle primary energy use and carbon footprint of wood-frame conventional and passive houses with biomass-based energy supply,2013,Scopus|WoS,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,nao,nao,,life cycle
REG_01786,,Issue management fidelity in shipbuilding lifecycle,2013,Scopus,sim,irrelevante,Nenhum termo de Bloco A nem Bloco B encontrado em titulo+resumo.,sem_sinal,nao,nao,nao,nao,nao,nao,,
REG_01787,,Possibilities of mathematical modelling of tribo-diagnostics data,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,life cycle; life cycle cost
REG_01788,10.3850/978-981-07-5354-2-c-21-181,Using Building Information Modeling to reduce risk and improve project delivery for semiconductor facilities,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,sim,nao,,life-cycle
REG_01789,10.1049/pbpo066e_ch20,Condition monitoring of high-voltage transformers,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,life-cycle
REG_01790,10.5901/mjss.2013.v4n16p77,Towards a sustainable distribution and effective management of school facilities in Ikot Ekpene LGA of Akwa Ibom state: A geographic information systems option,2013,Scopus,sim,relevante,Bloco A (facilities management) e Bloco B (sustainab) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,facilities management,sustainab
REG_01791,,Sustainable management of church property,2013,Scopus,sim,relevante,Bloco A (facility management) e Bloco B (sustainab) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,facility management,sustainab
REG_01792,10.1016/j.egypro.2013.07.171,NOWIcob - A tool for reducing the maintenance costs of offshore wind farms,2013,Scopus|WoS,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,sim,nao,nao,nao,operation and maintenance,life cycle
REG_01793,10.1007/978-3-642-41501-2_13,"Uniting lifecycle information – from items to assets, from concepts to practice",2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,,sustainab
REG_01794,10.1115/gt2013-94434,Offshore wind farm asset management: Past experiences and future challenges,2013,Scopus,sim,irrelevante,Nenhum termo de Bloco A nem Bloco B encontrado em titulo+resumo.,sem_sinal,nao,nao,nao,nao,nao,nao,,
REG_01795,,Optimization of district cooling plant operation under uncertain construction schedules,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco B (sustentabilidade). Requer revisao humana.,sem_sinal,sim,nao,nao,nao,nao,nao,operation and maintenance,
REG_01796,,"5th CCPS Latin American Conference on Process Safety 2013, LACPS 2013",2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,life cycle
REG_01797,10.2118/166339-ms,Integrated data visualization with E-WellBooks: Gaining efficiencies to enable production in the Gulf of Mexico,2013,Scopus,sim,relevante,Bloco A (facilities management) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,sim,nao,nao,nao,facilities management,sustainab
REG_01798,10.2523/iptc-16472-ms,Improving safety & reliability through process safety management in Gas handling facilities,2013,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (life cycle) presentes.,sem_sinal,sim,sim,sim,nao,nao,nao,operation and maintenance,life cycle
REG_01799,,Use of tools for operation and maintenance of SIS,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,life cycle
REG_01800,,Roll out and maintenance integration of SIS proof test and inspection,2013,Scopus,sim,irrelevante,Nenhum termo de Bloco A nem Bloco B encontrado em titulo+resumo.,sem_sinal,nao,nao,nao,nao,nao,nao,,
REG_01801,,Air house - a solar decathlon competition prototype - in-depth energy analyses as a tool for a high-quality design,2013,Scopus|WoS,sim,relevante,Bloco A (building operation) e Bloco B (sustainab; life-cycle) presentes.,sem_sinal,sim,sim,sim,nao,nao,nao,building operation,sustainab; life-cycle
REG_01802,10.4028/www.scientific.net/amm.316-317.1147,Regional policies for sustainability in the mediterranean countries: The role of a proper HVAC system maintenance in museums,2013,Scopus|WoS,sim,relevante,Bloco A (operation and maintenance; maintenance management) e Bloco B (sustainab) presentes.,sugere_parcial,sim,sim,sim,nao,nao,nao,operation and maintenance; maintenance management,sustainab
REG_01803,,OB prototype design for flexibility and maintainability in short-term social housing,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,,sustainab
REG_01804,,UAS maintenance and certification data system,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,maintenance management,life cycle
REG_01805,10.1080/10485236.2013.10596285,Industry-based skills standards for building operators-a business case,2013,Scopus,sim,complementar,Termo conceitual presente (built environment) -- complementar/conceitual.,sem_sinal,nao,sim,nao,nao,nao,sim,,building performance
REG_01806,10.3992/jgb.8.1.136,Integrating green rating systems: A case study for ferry terminals,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,,sustainab; environmental performance
REG_01807,,Concrete surface strain measurement using moiré fringes,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_01808,,A reinforcement learning based optimization of maintenance of wind energy conversion systems,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_01809,,The writing on the wall,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_01810,,Innovative maintenance and asset management for urban expressway structures,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_01811,10.2175/193864713813673442,A case for pragmatic point-source nutrient removal requirements: Illinois Association of wastewater agencies’ evaluation of practical technology-based effluent standards,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance; retrofit,sustainab
REG_01812,,A study on post occupancy evaluation of garden landscape of the residential buildings in Kaohsiung,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco B (sustentabilidade). Requer revisao humana.,sem_sinal,sim,nao,nao,nao,nao,nao,maintenance management,
REG_01813,,Evaluation of strength and maintenance methods for railway reinforced concrete structures with aged deterioration,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,maintenance management,sustainab; service life
REG_01814,10.1007/s10333-012-0336-0,On-farm irrigation development and management in lower Myanmar: Factors for sustainable rice production and collective action,2013,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (sustainab) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_01815,,Prognostics health management for advanced small modular reactor passive components,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,,sustainab
REG_01816,,Reliable & effective sulfuric acid plant operator training - A case study,2013,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_01817,10.1201/b15002-22,Improving sustainability in healthcare with better space design quality,2013,Scopus,sim,relevante,Bloco A (building operation) e Bloco B (sustainab) presentes.,sugere_parcial,sim,sim,nao,sim,nao,nao,building operation,sustainab
REG_01818,,On commuting related energy consumption and its assessment,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco B (sustentabilidade). Requer revisao humana.,sem_sinal,sim,nao,nao,nao,nao,nao,building operation,
REG_01819,,Maintenance management of ASR structures in Hanshin Expressway,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,maintenance management,sustainab
REG_01820,,Proactive sewer planning in Colombia: Plan and prioritization for cleaning and CCTV inspection of the medellin sewer system,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,sim,nao,nao,nao,operation and maintenance,sustainab
REG_01821,,Lean operations: An energy management perspective,2013,Scopus,sim,irrelevante,Nenhum termo de Bloco A nem Bloco B encontrado em titulo+resumo.,sem_sinal,nao,nao,nao,nao,nao,nao,,
REG_01822,,Municipal infrastructure authorities and municipality sustainability - A Canadian perspective,2013,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (sustainab) presentes.,sugere_parcial,sim,sim,sim,nao,nao,nao,operation and maintenance,sustainab
REG_01823,10.1016/j.tust.2012.08.007,Assessing governance issues of urban utility tunnels,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_01824,,Proactive sewer planning in Colombia: Plan and prioritization for cleaning and CCTV inspection of the medellin sewer system,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,sim,nao,nao,nao,operation and maintenance,sustainab
REG_01825,,Integrated municipal sanitation systems for efficient management of public water and sanitation services,2013,Scopus,sim,irrelevante,Nenhum termo de Bloco A nem Bloco B encontrado em titulo+resumo.,sem_sinal,nao,nao,nao,nao,nao,nao,operation and maintenance,
REG_01826,,Development of acoustic windows for traffic noise mitigation in Hong Kong,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_01827,10.1016/j.apenergy.2012.10.001,Assessing the state of knowledge of utility-scale wind energy development and operation on non-volant terrestrial and marine wildlife,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco B (sustentabilidade). Requer revisao humana.,sem_sinal,sim,nao,nao,nao,nao,nao,operation and maintenance,
REG_01828,,Biodiversity management in a gas pipeline in Peru,2013,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_01829,,Sustainable designs of products and systems: A possibility,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,nao,nao,,sustainab
REG_01830,,Planning for city of Mysore and engaging citizens benefits from EO and GIS based interactive system,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,sim,nao,nao,nao,,sustainab
REG_01831,,Technical and economic analysis for facilities deployment: Comparative analysis of individualized system and joint trench for natural gas pipeline,2013,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_01832,,Updating to green: Leed EBOM certification of the bonilla science hall at the university of the incarnate word,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,,sustainab
REG_01833,10.1002/ird.1786,Practical aspects of irrigation of biosaline crops with saline water viewed from a land and water use perspective,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_01834,10.1016/j.jclepro.2012.09.005,"Optimizing water use in the University of Sonora, Mexico",2013,Scopus|WoS,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,sim,nao,nao,,sustainab
REG_01835,10.1504/ijims.2013.058715,Interoperability for virtual manufacturing systems,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,,sustainab
REG_01836,10.2175/193864713813674162,Proactive sewer planning in Colombia: Plan and prioritization for cleaning and CCTV inspection of the Medellin sewer system,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,sim,nao,nao,nao,operation and maintenance,sustainab
REG_01837,10.1007/s13198-013-0167-4,Implementation of performance based maintenance contracting in railway industries,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_01838,10.1007/s10333-011-0287-x,An effective approach to sustainable small-scale irrigation developments in Sub-Saharan Africa,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_01839,10.1061/(asce)wr.1943-5452.0000249,"Centralized versus decentralized wastewater reclamation in the houghton area of Tucson, Arizona",2013,Scopus|WoS,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,sim,nao,nao,nao,,sustainab
REG_01840,10.1201/b14666,Sewer processes: Microbial and chemical process engineering of sewer networks,2013,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,,sustainab
REG_01841,,Public community participation model for renewable energy projects in India,2012,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,,sustainab
REG_01842,,Sustainable cost comparison for concentrate management,2012,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_01843,,Solar membrane distillation,2012,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_01844,,DOD creates 'distributed renewable energy' model to uplift rural communities in Afghanistan,2012,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,,sustainab
REG_01845,10.1016/j.jenvman.2012.08.025,Selection of an appropriate wastewater treatment technology: A scenario-based multiple-attribute decision-making approach,2012,Scopus|WoS,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,sim,nao,nao,nao,operation and maintenance,sustainab
REG_01846,10.1109/compsacw.2012.91,Development of a mobile platform to support building maintenance engineering,2012,Scopus,sim,relevante,Bloco A (building maintenance; facility management) e Bloco B (building performance) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,building maintenance; facility management,building performance
REG_01847,10.1109/cw.2012.12,"Beyond 3D ""as-built"" information using mobile AR enhancing the building lifecycle management",2012,Scopus,sim,complementar,"Bloco A presente (facility management) com termo tecnologico (bim; building information model), sem Bloco B explicito -- complementar tecnologico.",sem_sinal,sim,nao,nao,nao,sim,nao,facility management,
REG_01848,10.1007/978-3-642-33980-6_26,"Assessing maintenance time, cost and uncertainty for offshore production facilities in arctic environment",2012,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (life cycle) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,operation and maintenance,life cycle
REG_01849,10.1109/pesgm.2012.6344739,Managing wind turbine reliability and maintenance via performance-based contract,2012,Scopus,sim,irrelevante,Nenhum termo de Bloco A nem Bloco B encontrado em titulo+resumo.,sem_sinal,nao,nao,nao,nao,nao,nao,,
REG_01850,10.4028/www.scientific.net/amr.587.134,Sustainable building finishes: Use of renewable standardized wood-based material in nigeria,2012,Scopus,sim,relevante,Bloco A (building operation) e Bloco B (sustainab; greenhouse gas) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,building operation,sustainab; greenhouse gas
REG_01851,10.3969/j.issn.1000-1026.2012.23.011,Substation locating and sizing optimization planning based on life cycle cost,2012,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,nao,nao,operation and maintenance,life cycle; life cycle cost
REG_01852,10.1109/appeec.2012.6307742,Analysis of LCC model of high-voltage transmission line,2012,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,life cycle; life cycle cost
REG_01853,10.1007/978-3-642-32775-9_15,ICT requirements analysis for enterprise networks supporting solar power plants,2012,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,life cycle
REG_01854,,Framework of sustainability indicators for public water systems,2012,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,nao,nao,operation and maintenance; retrofit,sustainab; sustainability indicator
REG_01855,,An analytical method to assessment facility management services in case study,2012,Scopus,sim,relevante,Bloco A (facility management) e Bloco B (sustainab; sustainability indicator) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,facility management,sustainab; sustainability indicator
REG_01856,,A framework for life cycle cost analysis of sustainability features in buildings,2012,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,sim,nao,nao,,sustainab; green building; life cycle; life cycle cost
REG_01857,,Leverage smart system services technology for smart green building management,2012,Scopus,sim,relevante,Bloco A (building operation) e Bloco B (green building; building performance; greenhouse gas) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,building operation,green building; building performance; greenhouse gas
REG_01858,,The performance nexus - A framework for improving energy efficiency in existing commercial buildings by considering a whole-of-building approach,2012,Scopus,sim,relevante,Bloco A (building operation) e Bloco B (green building) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,building operation,green building
REG_01859,,MDA-based facility management applications under BIM,2012,Scopus,sim,relevante,Bloco A (facility management) e Bloco B (life cycle) presentes.,sugere_parcial,sim,sim,nao,nao,sim,nao,facility management,life cycle
