id_unico|subgrupo_duvida|nucleo_analitico|ano|bases_origem|doi|termos_bloco_a|termos_bloco_b|auditado|titulo
REG_00697|apenas_bloco_b|FALSE|2016|Scopus|||sustainab; life cycle|nao|Current challenges and conceptual model of green and sustainable software engineering
REG_00699|apenas_bloco_b|FALSE|2016|Scopus|10.16606/j.cnki.issn0253-4320.2016.12.050|operation and maintenance|life cycle; life-cycle; life cycle cost|nao|Study on life cycle cost model of super large-throughput natural gas pipelines
REG_00701|apenas_bloco_b|FALSE|2016|Scopus|10.1016/j.solener.2016.11.010|operation and maintenance|sustainab|nao|The microeconomics of residential photovoltaics: Tariffs, network operation and maintenance, and ancillary services in distribution-level electricity markets
REG_00708|apenas_bloco_b|FALSE|2016|Scopus|10.3390/inventions1040020|operation and maintenance|life cycle; life cycle cost|nao|Life cycle cost analysis of three types of power lines in 10 kV distribution network
REG_00710|apenas_bloco_b|FALSE|2016|"Scopus|WoS"|10.1007/s11367-016-1138-1|operation and maintenance|sustainab; life cycle; life cycle cost|nao|Teaching life cycle assessment in environmental engineering: a disinfection case study for students
REG_00712|apenas_bloco_b|FALSE|2016|"Scopus|WoS"|10.3390/environments3040034||life cycle; life cycle cost|nao|Life cycle cost evaluation of noise and vibration control methods at urban railway turnouts
REG_00716|apenas_bloco_b|FALSE|2016|Scopus|10.1016/j.nucengdes.2016.08.029|operation and maintenance|sustainab|nao|BWR water chemistry guidelines and PWR primary water chemistry guidelines in Japan – Purpose and technical background
REG_00717|apenas_bloco_b|FALSE|2016|Scopus|10.1007/s41207-016-0007-4||sustainab|nao|Advances in remote sensing applications for urban sustainability
REG_00718|apenas_bloco_b|FALSE|2016|Scopus|10.1016/j.renene.2016.06.051|operation and maintenance|sustainab|nao|Experimental characterization of two Pumps As Turbines for hydropower generation
REG_00719|apenas_bloco_b|FALSE|2016|Scopus|10.1016/j.ufug.2016.10.001|operation and maintenance|sustainab|nao|Probabilistic private cost-benefit analysis for green roof installation: A Monte Carlo simulation approach
REG_00720|apenas_bloco_b|FALSE|2016|Scopus|10.1089/ees.2016.0106||sustainab|nao|Low-Cost Stand-Alone System for Real-Time Hydrological Monitoring
REG_00721|apenas_bloco_b|FALSE|2016|Scopus|10.1109/syseng.2016.7753185|operation and maintenance|life-cycle|nao|Model-based engineering of autonomous systems using ontologies and metamodels
REG_00723|apenas_bloco_b|FALSE|2016|Scopus|10.1016/j.jclepro.2016.07.026|operation and maintenance; maintenance management|life cycle; life cycle cost|nao|Economic viability analysis for icing blades detection in wind turbines
REG_00724|apenas_bloco_b|FALSE|2016|Scopus|10.1016/j.energy.2016.07.111|operation and maintenance|life cycle|nao|The environmental competitiveness of small modular reactors: A life cycle study
REG_00727|apenas_bloco_b|FALSE|2016|"Scopus|WoS"|10.1002/jctb.4883|operation and maintenance|sustainab|nao|Mixture of primary and secondary municipal wastewater sludge as a short-term substrate in 2 MW agricultural biogas plant: site-specific sustainability of enzymatic and ultrasound pretreatments
REG_00728|apenas_bloco_b|FALSE|2016|Scopus|10.1007/s00267-016-0760-9||sustainab|nao|Look Who’s Talking. Explaining Water-Related Information Sharing and Demand for Action Among Ugandan Villagers
REG_00733|apenas_bloco_b|FALSE|2016|Scopus|10.1080/00207543.2016.1193244||life cycle; life cycle cost|nao|Developing an optimum maintenance policy by life cycle cost analysis – a case study
REG_00734|apenas_bloco_b|FALSE|2016|Scopus|10.1115/1.4032782|maintenance management|life-cycle|nao|Diagnostics and life-cycle assessment of medium-voltage cables in nuclear power plants during regular overhaul process
REG_00736|apenas_bloco_b|FALSE|2016|"Scopus|WoS"|10.1007/s11771-016-3326-3|operation and maintenance|life cycle|nao|Intelligent monitoring-based safety system of massage robot
REG_00737|apenas_bloco_b|FALSE|2016|Scopus||operation and maintenance|sustainab|nao|Analysis of the performance of the upflow anaerobic sludge blanket - Trickling Filter configuration for treating domestic sewage at full scale
REG_00738|apenas_bloco_b|FALSE|2016|Scopus|10.2166/wst.2016.295|operation and maintenance|environmental performance|nao|Operational strategy, economic and environmental performance of sludge treatment reed bed systems-based on 28 years of experience
REG_00739|apenas_bloco_b|FALSE|2016|Scopus|10.1016/j.jrurstud.2016.07.026|operation and maintenance|sustainab; sustainable development goal|nao|A multi-decadal and social-ecological systems analysis of community waterpoint payment behaviours in rural Kenya
REG_00740|apenas_bloco_b|FALSE|2016|Scopus||operation and maintenance|sustainab|nao|The politics of water payments and stakeholder participation in the Limpopo River Basin, Mozambique
REG_00742|apenas_bloco_b|FALSE|2016|Scopus|10.1002/9781118897690.ch4|operation and maintenance|sustainab|nao|Sustainable Drainage Systems: Operation and Maintenance
REG_00743|apenas_bloco_b|FALSE|2016|Scopus|10.1002/9781118897690.ch6|operation and maintenance|sustainab|nao|Urban Water and Sediment Quality
REG_00744|apenas_bloco_b|FALSE|2016|Scopus|10.1007/978-94-017-7342-3_32|maintenance management|life cycle; service life|nao|Prediction of the mechanical properties of aged asphalt mixes from FTIR measurements
REG_00745|apenas_bloco_b|FALSE|2016|Scopus|10.1109/cyber.2016.7574815|operation and maintenance|life cycle; life cycle cost|nao|Life Cycle Cost based modeling and economic evaluation of 10 kV aluminum alloy power cables
REG_00746|apenas_bloco_b|FALSE|2016|Scopus|10.1016/j.watres.2016.06.011|operation and maintenance|sustainab; sustainability assessment|nao|Economies of density for on-site waste water treatment
REG_00747|apenas_bloco_b|FALSE|2016|"Scopus|WoS"|10.1016/j.jclepro.2016.05.020|operation and maintenance|sustainab; life cycle|nao|Upgrading of biogas to bio-methane with chemical absorption process: Simulation and environmental impact
REG_00748|apenas_bloco_b|FALSE|2016|Scopus|10.1088/1757-899x/139/1/012032|operation and maintenance|life cycle|nao|The environmental impact of wind turbine blades
REG_00750|apenas_bloco_b|FALSE|2016|Scopus|10.3846/bjrbe.2016.28|maintenance management|life cycle|nao|Improvement of road pavement maintenance models and technologies
REG_00756|apenas_bloco_b|FALSE|2016|Scopus|10.13336/j.1003-6520.hve.20160812021|operation and maintenance; maintenance strategy; condition assessment|life cycle|nao|Review of condition assessment and maintenance strategy of power cable assets
REG_00757|apenas_bloco_b|FALSE|2016|"Scopus|WoS"|10.1051/matecconf/20167400007|operation and maintenance|life cycle; life-cycle; life cycle cost|nao|Fuzzy Activity Based Life Cycle Costing for Repairable Equipment
REG_00758|apenas_bloco_b|FALSE|2016|Scopus|10.4324/9781315880525||sustainab|nao|Operations and maintenance for whole school sustainability
REG_00760|apenas_bloco_b|FALSE|2016|Scopus|10.1109/ccdc.2016.7532110|operation and maintenance|life-cycle|nao|Optimal design and feasibility analysis of a stand-alone hybrid CHP system-based on PV/Wind /gas turbine generator/ VRB for an university in Hangzhou city
REG_00763|apenas_bloco_b|FALSE|2016|"Scopus|WoS"|10.1051/matecconf/20166809003||sustainab|nao|Assessing Sustainable Rural Community Tourism Using the AHP and TOPSIS Approaches under Fuzzy Environment
REG_00764|apenas_bloco_b|FALSE|2016|Scopus|10.1016/j.enpol.2016.02.001|operation and maintenance|sustainab|nao|Assessment of instruments in facilitating investment in off-grid renewable energy projects
REG_00774|apenas_bloco_b|FALSE|2016|Scopus|10.3389/fbuil.2016.00013|operation and maintenance|life-cycle|nao|An autonomous strain-based structural monitoring framework for life-cycle analysis of a novel structure
REG_00782|apenas_bloco_b|FALSE|2016|Scopus|||sustainab; life cycle|nao|To build and operate sustainable buildings - Completion of the national assessment methodology
REG_00783|apenas_bloco_b|FALSE|2016|Scopus|10.3390/ijerph13070637||sustainab; life-cycle|nao|The life-cycle costs of school water, sanitation and hygiene access in Kenyan primary schools
REG_00784|apenas_bloco_b|FALSE|2016|Scopus|10.1177/0954409715596183|maintenance management; maintenance planning|life cycle|nao|A novel approach to diagnostic and prognostic evaluations applied to railways: A real case study
REG_00785|apenas_bloco_b|FALSE|2016|Scopus|10.1007/s11367-016-1075-z|operation and maintenance|life cycle; whole life cost; life cycle cost; service life|nao|A parametric whole life cost model for offshore wind farms
REG_00786|apenas_bloco_b|FALSE|2016|Scopus|10.1080/19439962.2015.1048016|maintenance management|life-cycle|nao|A dynamic model for quantifying rail–highway grade crossing roughness
REG_00790|apenas_bloco_b|FALSE|2016|Scopus|10.16081/j.issn.1006-6047.2016.06.027|maintenance strategy|life cycle; life cycle cost|nao|Operation-maintenance strategy optimization based on efficiency-cost sensitivity analysis for secondary equipment of intelligent substation
REG_00791|apenas_bloco_b|FALSE|2016|Scopus|10.1145/2926676.2926685||sustainab|nao|Macroscopically sustainable networking: On internet quines
REG_00792|apenas_bloco_b|FALSE|2016|Scopus|10.1109/oceansap.2016.7485635|maintenance management|sustainab|nao|Reviews of development and utilization of tidal energy over Chinese offshore
REG_00797|apenas_bloco_b|FALSE|2016|Scopus|10.1016/j.apenergy.2016.02.059||life-cycle; greenhouse gas|nao|Environmental, public health, and safety assessment of fuel pipelines and other freight transportation modes
REG_00798|apenas_bloco_b|FALSE|2016|Scopus|10.1515/reveh-2016-0004||life cycle|nao|A cautionary approach in transitioning to 'green' energy technologies and practices is required
REG_00799|apenas_bloco_b|FALSE|2016|Scopus|10.1002/9781119307761.ch15|operation and maintenance|sustainab; sustainability assessment|nao|Sustainability Assessment of Infrastructure Elements with Integrated Energy Harvesting Technologies
REG_00801|apenas_bloco_b|FALSE|2016|Scopus|||sustainab; sustainability assessment|nao|Socioeconomic, environmental, and social impacts of a concentrated solar power energy project in Northern Chile
REG_00803|apenas_bloco_b|FALSE|2016|Scopus|10.1108/jqme-04-2015-0013|maintenance management|life cycle|nao|Cleaning historical maintenance work order data for reliability analysis
REG_00804|apenas_bloco_b|FALSE|2016|Scopus|10.1016/j.autcon.2016.01.008||life cycle; life cycle cost|nao|Enterprise resource planning system for performance-based-maintenance of clinics
REG_00806|apenas_bloco_b|FALSE|2016|"Scopus|WoS"|10.1061/(asce)me.1943-5479.0000418||sustainab|nao|Decision Support Model for Determining Cost-Effective Renovation Time
REG_00808|apenas_bloco_b|FALSE|2016|Scopus||operation and maintenance|sustainab|nao|IEEE Green Technologies Conference
REG_00810|apenas_bloco_b|FALSE|2016|Scopus|10.1080/10298436.2014.993191|operation and maintenance|life cycle; life cycle cost|nao|Possibilities to reduce pavement rehabilitation cost of a collision-free road investment using an LCCA design procedure
REG_00811|apenas_bloco_b|FALSE|2016|"Scopus|WoS"|10.1139/cjce-2015-0486||life cycle; life cycle cost|nao|Examining budget policies for new and existing facilities: A system dynamics approach
REG_00813|apenas_bloco_b|FALSE|2016|Scopus|10.1080/15578771.2015.1065936||sustainab|nao|Moving Operations and Maintenance Practices of Existing Buildings beyond Sustainability: A Case Study of the LENSES Framework during Post Occupancy
REG_00814|apenas_bloco_b|FALSE|2016|"Scopus|WoS"|10.3846/1648715x.2015.1107653||sustainab; building performance|nao|Assessing the disability inclusiveness of university buildings in Hong Kong
REG_00815|apenas_bloco_b|FALSE|2016|"Scopus|WoS"|10.1123/rsj.2014-0063||sustainab|nao|Sustainability and Recreational Sports Facilities: An Exploratory Study regarding Levels of Institutional Adoption
REG_00816|apenas_bloco_b|FALSE|2016|Scopus|10.1587/transcom.2015adi0001|operation and maintenance|sustainab|nao|Management and technology innovation in Rail industry as social infrastructure for improved quality of life
REG_00817|apenas_bloco_b|FALSE|2016|Scopus|10.1016/j.jtrangeo.2016.02.013||sustainab|nao|Organizational sustainability in transportation planning: Evaluation of multi-jurisdictional agency collaboration
REG_00820|apenas_bloco_b|FALSE|2016|Scopus|10.1109/pcicon.2015.7435122|maintenance planning; maintenance strategy|life-cycle|nao|Best practices: Planning and engineering through production for replacement of 16,500HP adjustable frequency drive system
REG_00821|apenas_bloco_b|FALSE|2016|Scopus|10.1016/j.jenvman.2016.01.004|operation and maintenance|sustainab|nao|Studies on sustainability of simulated constructed wetland system for treatment of urban waste: Design and operation
REG_00822|apenas_bloco_b|FALSE|2016|Scopus|10.1109/optim.2015.7426956|maintenance management|sustainab|nao|Multi-criteria approach for maintenance management in HV substations
REG_00823|apenas_bloco_b|FALSE|2016|Scopus|10.1109/csci.2015.54||life-cycle|nao|Research on the application of GIS-based measures in the advancement of the CPMS
REG_00826|apenas_bloco_b|FALSE|2016|"Scopus|WoS"|10.1016/j.rser.2015.11.006|operation and maintenance|sustainab|nao|Energy performance assessment of an intelligent energy management system
REG_00827|apenas_bloco_b|FALSE|2016|Scopus|10.1016/j.mechatronics.2015.05.005||life cycle|nao|Towards distributed intelligent sensor and information fusion
REG_00828|apenas_bloco_b|FALSE|2016|Scopus|||life-cycle|nao|Standard method for the tender and awarding of construction projects through private partnerships
REG_00829|apenas_bloco_b|FALSE|2016|Scopus||operation and maintenance|sustainab|nao|Operation and maintenance of roads
REG_00830|apenas_bloco_b|FALSE|2016|Scopus|10.2166/washdev.2016.081||sustainab|nao|Public health risk assessment tool: Strategy to improve public policy framework for onsite wastewater treatment systems (OWTS)
REG_00831|apenas_bloco_b|FALSE|2016|Scopus|10.3362/1755-1986.2016.002||sustainab|nao|Turning tides: A systemic approach to intervention in the water sector
REG_00833|apenas_bloco_b|FALSE|2016|Scopus|10.1109/imccc.2015.214|operation and maintenance|life-cycle|nao|S1000D based standardized technical information management for high-speed trains
REG_00834|apenas_bloco_b|FALSE|2016|"Scopus|WoS"|10.23919/oceans.2015.7404530||sustainab|nao|Strategy for sustainability of the Joint European Research Infrastructure Network for Coastal Observatories - JERICO
REG_00836|apenas_bloco_b|FALSE|2016|Scopus|10.1080/15732479.2015.1009125|operation and maintenance|life cycle; life cycle cost|nao|Life cycle cost considerations in project appraisals of collision-free roads
REG_00837|apenas_bloco_b|FALSE|2016|Scopus|10.1016/j.enpol.2015.12.004|operation and maintenance|life cycle; life cycle cost; greenhouse gas|nao|Input-output life cycle environmental assessment of greenhouse gas emissions from utility scale wind energy in the United States
REG_00840|apenas_bloco_b|FALSE|2016|Scopus|10.1680/jcien.15.00029||building performance|nao|The future of geotechnical and structural engineering research
REG_00843|apenas_bloco_b|FALSE|2016|Scopus|10.1016/j.jclepro.2015.11.040||sustainab|nao|Application of cleaner production in a Chinese magnesia refractory material plant
REG_00846|apenas_bloco_b|FALSE|2016|"Scopus|WoS"|10.1109/phm.2015.7380096|operation and maintenance|sustainab; life cycle; life cycle cost|nao|Prognostics on energy efficiency performance for maintenance decision-making: Application to industrial platform TELMA
REG_00848|apenas_bloco_b|FALSE|2016|Scopus|10.1021/acs.est.5b03515|operation and maintenance|life cycle; greenhouse gas|nao|Climate Impact and Economic Feasibility of Solar Thermochemical Jet Fuel Production
REG_00849|apenas_bloco_b|FALSE|2016|Scopus|10.1109/icsens.2016.7808734||sustainab|nao|A universal sensor data platform modelled for realtime asset condition surveillance and big data analytics for railway systems: Developing a 'Smart Railway' mastermind for the betterment of reliability, availability, maintainbility and safety of railway systems and passenger service
REG_00866|apenas_bloco_b|FALSE|2016|Scopus|10.1016/j.proeng.2016.11.657||life cycle|nao|The Integration of BIM in Later Project Life Cycle Phases in Unprepared Environment from FM Perspective
REG_00876|apenas_bloco_b|FALSE|2016|"Scopus|WoS"|10.7166/27-4-1526|operation and maintenance; maintenance management|life cycle; life cycle cost|nao|A decision-making framework for effective maintenance management using life cycle costing (LCC) in a rolling stock environment
REG_00884|apenas_bloco_b|FALSE|2016|Scopus||operation and maintenance; maintenance strategy|life cycle; life cycle cost; service life|nao|Life cycle costs-any use?
REG_00885|apenas_bloco_b|FALSE|2016|Scopus|10.1016/j.procir.2016.03.110||life cycle; life cycle cost|nao|Machining Equipment Life Cycle Costing Model with Dynamic Maintenance Cost
REG_00890|apenas_bloco_b|FALSE|2016|Scopus||operation and maintenance|life cycle; life cycle cost|nao|Bridge performance and tendering based on life cycle costs
REG_00892|apenas_bloco_b|FALSE|2016|"Scopus|WoS"|10.1061/9780784479957.107|operation and maintenance|sustainab; life cycle; life cycle cost; service life|nao|A Framework to Evaluate the Life Cycle Costs and Environmental Impacts of Water Pipelines
REG_00893|apenas_bloco_b|FALSE|2016|Scopus||operation and maintenance|life cycle; service life|nao|Quality control in whole process of construction project based on life cycle
REG_00895|apenas_bloco_b|FALSE|2016|Scopus|10.1155/2016/9798406|operation and maintenance; maintenance management|life cycle|nao|Geometric Process-Based Maintenance and Optimization Strategy for the Energy Storage Batteries
REG_00901|apenas_bloco_b|FALSE|2016|Scopus|10.1007/978-3-319-23512-7_6||life cycle|nao|Managing the Life Cycle of IT-Based Inter-firm Resources in Production and Logistics Networks
REG_00904|apenas_bloco_b|FALSE|2016|Scopus||operation and maintenance; condition based maintenance|life cycle; life cycle cost|nao|A study on strategy of condition based maintenance for Korea metro rolling stocks
REG_00907|apenas_bloco_b|FALSE|2016|Scopus||operation and maintenance|life cycle; life-cycle; life cycle cost|nao|Replacement analysis using probabilistic life cycle costing
REG_00908|apenas_bloco_b|FALSE|2016|Scopus|10.1155/2016/8705796|operation and maintenance; condition-based maintenance|life cycle|nao|A Study on Estimating the Next Failure Time of Compressor Equipment in an Offshore Plant
REG_00911|apenas_bloco_b|FALSE|2016|Scopus|10.1201/9781315643274-59|maintenance management|life-cycle|nao|A modelling and optimizing approach on the pavement maintenance management
REG_00916|apenas_bloco_b|FALSE|2016|Scopus||maintenance management|life-cycle; service life|nao|Gamma process model for timber-concrete composite beam deterioration prediction
REG_00917|apenas_bloco_b|FALSE|2016|Scopus|10.1049/cp.2016.1404|maintenance management; condition assessment|life cycle|nao|Implementing asset management for the U.S. Army Corps of Engineers Civil Works
REG_00919|apenas_bloco_b|FALSE|2016|Scopus|10.3233/978-1-61499-703-0-925|operation and maintenance|life-cycle|nao|Offshore wind turbine life-cycle-cost evaluation in Taiwan under impacts of maintenance and harsh weather conditions
REG_00921|apenas_bloco_b|FALSE|2016|Scopus||operation and maintenance|life cycle; life cycle cost|nao|O&M strategy for the Chacao bridge
REG_00924|apenas_bloco_b|FALSE|2016|Scopus|10.1016/j.ifacol.2016.11.009||sustainab|nao|Maintenance best way for meeting the challenge of regeneration
REG_00925|apenas_bloco_b|FALSE|2016|Scopus|10.1007/978-81-322-2722-9_1|operation and maintenance|sustainab; life cycle|nao|Introduction
REG_00926|apenas_bloco_b|FALSE|2016|Scopus|10.1016/j.ifacol.2016.11.025|maintenance management|life cycle; life cycle cost|nao|Advanced maintenance as enabler for service oriented business models (BM) -An application in forklift trucks
REG_00927|apenas_bloco_b|FALSE|2016|Scopus|10.1201/9781315367422|operation and maintenance; retrofit|life cycle; life-cycle|nao|Reliability Engineering: A Life Cycle Approach
REG_00929|apenas_bloco_b|FALSE|2016|Scopus|10.1016/j.proeng.2016.11.797||life-cycle|nao|Studying the Life-cycle Performance of Gravity Sewer Rehabilitation Liners in North America
REG_00930|apenas_bloco_b|FALSE|2016|Scopus|10.1049/cp.2016.1402||life cycle|nao|ISO 55001 accreditation at AirportLink Tunnelled-Motorway a services company journey
REG_00934|apenas_bloco_b|FALSE|2016|Scopus||operation and maintenance|life cycle|nao|Structural health monitoring tools for late & end of life management of offshore wind turbines
REG_00935|apenas_bloco_b|FALSE|2016|Scopus|10.4273/ijvss.8.3.03|maintenance management; condition-based maintenance|life cycle; life cycle cost|nao|Maintenance cost optimization of faulty gearbox under continuous vibration measurement monitoring
REG_00936|apenas_bloco_b|FALSE|2016|Scopus|10.1016/j.ifacol.2016.11.019|maintenance management|life cycle|nao|The implications of condition monitoring on asset-related decision-making in the Italian power distribution sector
REG_00937|apenas_bloco_b|FALSE|2016|Scopus|10.2175/193864716819706211||life cycle|nao|Ramping up to efficiently deliver capital projects to meet bankruptcy and regulatory deadlines – Jefferson County, Alabama
REG_00938|apenas_bloco_b|FALSE|2016|Scopus||operation and maintenance; maintenance strategy; condition based maintenance|life cycle|nao|Optimization of maintenance strategies and ROI analysis of CMS through RAM-LCC analysis. A wind energy sector case study.
REG_00940|apenas_bloco_b|FALSE|2016|Scopus|10.1061/9780784479957.044|operation and maintenance|life cycle|nao|Nationwide Survey on the Pipe Performance for Drinking Water and Force Main Pressure Pipe Applications
REG_00943|apenas_bloco_b|FALSE|2016|Scopus|10.4324/9781315602387-24||life cycle|nao|Planning for the project life cycle of constructions and facilities
REG_00948|apenas_bloco_b|FALSE|2016|Scopus|10.1117/12.2231625|operation and maintenance|life cycle|nao|Software framework for automatic learning of telescope operation
REG_00949|apenas_bloco_b|FALSE|2016|Scopus|10.14716/ijtech.v7i8.6882|operation and maintenance|life-cycle|nao|Towards self-sufficient demand in 2030: Analysis of life-cycle cost for indonesian energy infrastructure
REG_00953|apenas_bloco_b|FALSE|2016|Scopus|10.15866/irease.v9i3.9817|operation and maintenance|life cycle|nao|Studying and modeling of a pulse compression doppler radar with modern CAD tools
REG_00954|apenas_bloco_b|FALSE|2016|Scopus|10.1108/jqme-04-2015-0012|maintenance management|life cycle|nao|Problem-solving approaches in maintenance cost management: A literature review
REG_00956|apenas_bloco_b|FALSE|2016|Scopus|10.15866/irease.v9i3.9776|operation and maintenance|life cycle|nao|Performance evaluation of a pulse-doppler radar with digital IF using modern technical computing and CAD tools
REG_00968|apenas_bloco_b|FALSE|2016|Scopus||operation and maintenance|sustainab|nao|Trends within sustainable bridge operation and maintenance
REG_00972|apenas_bloco_b|FALSE|2016|Scopus||maintenance backlog|sustainab|nao|Best practices to support the journey to operational excellence
REG_00975|apenas_bloco_b|FALSE|2016|Scopus||operation and maintenance|sustainab|nao|Fundamentals of rectifier operation, monitoring, and maintenance
REG_00977|apenas_bloco_b|FALSE|2016|Scopus|10.1007/978-3-319-27064-7_48|maintenance management|sustainab|nao|Integrated planning in autonomous shipping—application of maintenance management and KPIs
REG_00982|apenas_bloco_b|FALSE|2016|Scopus|10.2175/193864716819714799|operation and maintenance|sustainab|nao|What are the best and most sustainable dewatering processes
REG_00985|apenas_bloco_b|FALSE|2016|Scopus||operation and maintenance|sustainab|nao|Enhancing marine energy competitiveness: Co-located offshore wind and wave energy farms
REG_00986|apenas_bloco_b|FALSE|2016|"Scopus|WoS"||operation and maintenance|sustainab|nao|Dea as a useful tool for assessing the economic efficiency of wastewater treatment plants
REG_00990|apenas_bloco_b|FALSE|2016|Scopus|10.18352/ijc.688|operation and maintenance|sustainab|nao|Facilitating bricolage through more organic institutional designs? The case of water users’ associations in rural Nepal
REG_00992|apenas_bloco_b|FALSE|2016|Scopus||operation and maintenance|sustainab|nao|Egnatia Odos motorway - Long term noise monitoring & strategic noise maps
REG_00993|apenas_bloco_b|FALSE|2016|Scopus|10.13031/aim.20162457526|operation and maintenance|sustainab|nao|Application of passive sampling for soluble nitrogen and phosphorous in agricultural watersheds
REG_00994|apenas_bloco_b|FALSE|2016|Scopus|10.3850/978-981-11-0449-7-310-cd|maintenance management|sustainab|nao|Sustainable asphalt paving technology for haul roads in amazon region of Brazil
REG_00995|apenas_bloco_b|FALSE|2016|Scopus|10.1186/s13677-015-0050-8|operation and maintenance|sustainab|nao|A novel revenue optimization model to address the operation and maintenance cost of a data center
REG_00996|apenas_bloco_b|FALSE|2016|Scopus||maintenance management; condition based maintenance|sustainab|nao|Sustainability improvement by condition based maintenance philosophy at DTPS
REG_00997|apenas_bloco_b|FALSE|2016|Scopus|||sustainab|nao|Effective de-aeration of pipelines and the use of captured air to mitigate dynamic pressures
REG_00999|apenas_bloco_b|FALSE|2016|Scopus|10.1007/978-3-319-23512-7_31|operation and maintenance; maintenance strategy; condition-based maintenance|sustainab|nao|Preactive Maintenance—A Modernized Approach for Efficient Operation of Offshore Wind Turbines
REG_01001|apenas_bloco_b|FALSE|2016|Scopus|10.1061/9780784414422.ch10||sustainab|nao|Constructed wetlands for wastewater treatment: Sustainability revolution in water management
REG_01002|apenas_bloco_b|FALSE|2016|Scopus|10.1007/978-3-319-41811-7_16|operation and maintenance|sustainab|nao|Fate of phenolic compounds in constructed wetlands treating contaminated water
REG_01005|apenas_bloco_b|FALSE|2016|Scopus|||sustainab|nao|Nutrient cycling in wastewater treatment plants by microalgaebased processes
REG_01007|apenas_bloco_b|FALSE|2016|Scopus|10.3390/su8050443|operation and maintenance|sustainab|nao|Are the rural electrification efforts in the Ecuadorian Amazon sustainable?
REG_01008|apenas_bloco_b|FALSE|2016|Scopus|10.1108/lm-04-2016-0024||sustainab|nao|Sustainability – it’s everyone’s job
REG_01009|apenas_bloco_b|FALSE|2016|Scopus|||sustainab|nao|10th International Conference on Ubiquitous Computing and Ambient Intelligence, UCAmI 2016
REG_01012|apenas_bloco_b|FALSE|2016|Scopus|||sustainab|nao|London on bikes - London's cycling master plan strategic changes to improve London's cycling culture & infrastructure
REG_01013|apenas_bloco_b|FALSE|2016|Scopus|10.1016/j.trpro.2016.05.093|operation and maintenance|sustainab|nao|A Need for New Methods in the Paradigm Shift from Mobility to Sustainable Accessibility
REG_01014|apenas_bloco_b|FALSE|2015|Scopus|10.13336/j.1003-6520.hve.2015.12.008|operation and maintenance|life cycle; life-cycle|nao|Panoramic information model extension for transmission equipment based on common information model
REG_01015|apenas_bloco_b|FALSE|2015|Scopus|10.1063/1.4938443||sustainab|nao|Solar efficient technologies for valorising an archaeological site in the rural area Romania
REG_01022|apenas_bloco_b|FALSE|2015|"Scopus|WoS"|10.1007/s11783-015-0792-z|operation and maintenance|sustainab; life cycle; life cycle cost|nao|An integrated model for structure optimization and technology screening of urban wastewater systems
REG_01023|apenas_bloco_b|FALSE|2015|Scopus||operation and maintenance|sustainab|nao|Operation & maintenance and service solutions for water utilities based on public-private partnerships
REG_01024|apenas_bloco_b|FALSE|2015|Scopus|10.1109/cc.2015.7386159|operation and maintenance|sustainab|nao|Easy network: The way to go for 5G
REG_01025|apenas_bloco_b|FALSE|2015|"Scopus|WoS"|10.2166/washdev.2015.002||sustainab|nao|Achieving sustainable water supply through better institutions, design innovations and Water Safety Plans – An experience from Nepal
REG_01026|apenas_bloco_b|FALSE|2015|Scopus|10.1093/ijlct/ctt045|operation and maintenance|sustainab|nao|Study into solar-still performance under sealed and unsealed conditions
REG_01027|apenas_bloco_b|FALSE|2015|Scopus|||life cycle|nao|Research and application on the technology system of plug & play in the smart substation's life cycle
REG_01028|apenas_bloco_b|FALSE|2015|"Scopus|WoS"|10.1080/09613218.2015.1036227||sustainab; life cycle; life-cycle|nao|Learning from failure: Understanding the anticipated-achieved building energy performance gap
REG_01029|apenas_bloco_b|FALSE|2015|Scopus|10.1049/iet-rpg.2015.0019||life cycle|nao|Economic analysis of condition monitoring systems for offshore wind turbine sub-systems
REG_01032|apenas_bloco_b|FALSE|2015|Scopus|10.1016/j.enpol.2015.06.028|operation and maintenance|sustainab|nao|Hybrid concentrated solar power (CSP)-biomass plants in a semiarid region: A strategy for CSP deployment in Brazil
REG_01033|apenas_bloco_b|FALSE|2015|Scopus|10.1177/0957650915597560|operation and maintenance|sustainab|nao|Wind energy: UK experiences and offshore operational challenges
REG_01034|apenas_bloco_b|FALSE|2015|Scopus|10.1016/j.envsci.2015.06.012|operation and maintenance|sustainab|nao|Institutional design in transformation: A comparative study of local irrigation governance in Uzbekistan
REG_01035|apenas_bloco_b|FALSE|2015|Scopus|10.1002/9780891182306.ch26||sustainab|nao|Planning and design of drainage systems
REG_01036|apenas_bloco_b|FALSE|2015|Scopus|10.2134/agronmonogr37.c26||sustainab|nao|Case study: Full scale in situ bioremediation demonstration of the Savannah River site integrated demonstration project
REG_01037|apenas_bloco_b|FALSE|2015|Scopus|10.1109/ficloud.2015.105||life cycle|nao|Clouds and interclouds in the real estate sector
REG_01038|apenas_bloco_b|FALSE|2015|Scopus|10.1109/iccct2.2015.7292726|operation and maintenance|life cycle|nao|Collaborative enterprise networks for solar energy
REG_01039|apenas_bloco_b|FALSE|2015|Scopus|10.1080/15732479.2014.964267|maintenance management|sustainab|nao|Investment priorities for the management of hydraulic structures
REG_01044|apenas_bloco_b|FALSE|2015|Scopus|10.1002/ird.1925|operation and maintenance|sustainab|nao|A Study On Assessment Financing Of Irrigation Schemes
