id_sensibilidade,database,string_id,titulo,doi,ano,n_registros_agrupados_sensibilidade,ids_sensibilidade_agrupados,classe,match_corpus_id,motivo_match
SENS_SCOPUS_00905,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Towards Digital Transformation in Building Maintenance and Renovation: Integrating BIM and AI in Practice,10.3390/app152111389,2025,2,SENS_SCOPUS_00905|SENS_WOS_art02_00168,JA_EXISTIA_NO_CORPUS,REG_05175,doi_exato
SENS_SCOPUS_00920,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,The Use of Artificial Intelligence in Facilities Management: Potential Applications from Systematic Literature Review,10.47852/bonviewAIA52023691,2025,1,SENS_SCOPUS_00920,JA_EXISTIA_NO_CORPUS,REG_05319,doi_exato
SENS_SCOPUS_00934,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,A Review of Artificial Intelligence in Enhancing Architectural Design Efficiency,10.3390/app15031476,2025,2,SENS_SCOPUS_00934|SENS_WOS_art01_00505,JA_EXISTIA_NO_CORPUS,REG_05522,doi_exato
SENS_SCOPUS_00938,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,"International Conference on Smart and Sustainable Built Environment, SASBE 2025",,2026,1,SENS_SCOPUS_00938,JA_EXISTIA_NO_CORPUS,REG_04868,titulo_exato
SENS_SCOPUS_00942,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,BIM-Powered Asset Management Solutions—Digitalizing Building Maintenance,10.1007/978-3-032-05592-7_9,2026,1,SENS_SCOPUS_00942,JA_EXISTIA_NO_CORPUS,REG_04888,doi_exato
SENS_SCOPUS_00947,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Self-supervised learning for remaining useful life prediction using simple triplet networks,10.1016/j.aei.2024.103038,2025,2,SENS_SCOPUS_00947|SENS_WOS_art01_00574,JA_EXISTIA_NO_CORPUS,REG_05503,doi_exato
SENS_SCOPUS_00991,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Artificial Intelligence and Digital Twins for Bioclimatic Building Design: Innovations in Sustainability and Efficiency,10.3390/en18195230,2025,2,SENS_SCOPUS_00991|SENS_WOS_art01_00683,JA_EXISTIA_NO_CORPUS,REG_05211,doi_exato
SENS_SCOPUS_01021,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Analysis of Energy Efficiency in Public Buildings Using AI,10.1109/ICBITI65527.2025.11500910,2025,1,SENS_SCOPUS_01021,JA_EXISTIA_NO_CORPUS,REG_07631,doi_exato
SENS_SCOPUS_01058,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Role of Data Analytics in Optimizing Air Conditioning and Refrigeration Operations in Smart Buildings,10.1109/ICCBE65177.2025.11256079,2025,1,SENS_SCOPUS_01058,JA_EXISTIA_NO_CORPUS,REG_05969,doi_exato
SENS_SCOPUS_01068,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,"Future directions: practical challenges, human dimensions, and long-term impact in robotics and artificial intelligence in sports medicine and sports services",10.1016/B978-0-443-21734-0.00005-6,2025,1,SENS_SCOPUS_01068,JA_EXISTIA_NO_CORPUS,REG_05703,doi_exato
SENS_SCOPUS_01090,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,GPR-Former: Context-Aware Moisture Detection,10.22260/ISARC2025/0002,2025,1,SENS_SCOPUS_01090,JA_EXISTIA_NO_CORPUS,REG_05610,doi_exato
SENS_SCOPUS_01097,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Machine Learning-Based System for Predicting Maintenance Priorities in Heritage Buildings Considering Microclimate Conditions,10.1007/978-981-96-5223-5_17,2025,1,SENS_SCOPUS_01097,JA_EXISTIA_NO_CORPUS,REG_07934,doi_exato
SENS_SCOPUS_01112,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Research and implementation of intelligent operation and maintenance system for rail transit power supply equipment based on neural network,10.1117/12.3061644,2025,1,SENS_SCOPUS_01112,JA_EXISTIA_NO_CORPUS,REG_05627,doi_exato
SENS_SCOPUS_01151,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Modern BIM Implementations on Hospitals Life Cycle Management: Systematic review,10.18687/LACCEI2025.1.1.1453,2025,1,SENS_SCOPUS_01151,JA_EXISTIA_NO_CORPUS,REG_05625,doi_exato
SENS_SCOPUS_01182,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,"Digital Twin Technology: A Tri-Sector Review of Agriculture, Health, and Water Treatment",10.1109/CSITSS67709.2025.11295668,2025,1,SENS_SCOPUS_01182,JA_EXISTIA_NO_CORPUS,REG_05824,doi_exato
SENS_SCOPUS_01195,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,"13th World Construction Symposium, WCS 2025",,2025,1,SENS_SCOPUS_01195,JA_EXISTIA_NO_CORPUS,REG_07709,titulo_aproximado_0.95_confirmado
SENS_SCOPUS_01202,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,AdUTrack: A Mobile Application Tracker for Facilities Maintenance and Waste Detection Using Machine Learning at Adamson University,10.1109/ICBIR65229.2025.11163172,2025,1,SENS_SCOPUS_01202,JA_EXISTIA_NO_CORPUS,REG_05752,doi_exato
SENS_SCOPUS_01206,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Cross-Disciplinary Scenario Planning for Digitalisation in Project and Building Lifecycle,10.1007/978-981-96-4051-5_54,2025,1,SENS_SCOPUS_01206,JA_EXISTIA_NO_CORPUS,REG_05622,doi_exato
SENS_SCOPUS_01214,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Net-Zero by Retrofit: Data-Driven Construction Facilities Upgrades for Yarmouk University’s Campus,,2025,1,SENS_SCOPUS_01214,JA_EXISTIA_NO_CORPUS,REG_05631,titulo_exato
SENS_SCOPUS_01231,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,A case for applications of machine-vision-Aided industrial robotics in pipeline bolting,10.1115/PVP2025-154467,2025,2,SENS_SCOPUS_01231|SENS_WOS_art02_00221,JA_EXISTIA_NO_CORPUS,REG_05946,doi_exato
SENS_SCOPUS_01236,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Real-Time Energy Monitoring and Optimization in Healthcare using IoT and Machine Learning,10.1109/ICOSEC67334.2025.11459582,2025,1,SENS_SCOPUS_01236,JA_EXISTIA_NO_CORPUS,REG_05846,doi_exato
SENS_SCOPUS_01286,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Impact of AI-Driven Signal Processing and Control System in Building Energy Efficiency and User Comfort,10.1109/ISPCC66872.2025.11039446,2025,1,SENS_SCOPUS_01286,JA_EXISTIA_NO_CORPUS,REG_07634,doi_exato
SENS_SCOPUS_01289,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Grid-Based Spatial Encoding for Multimodal LLMs in Facility Management,10.1109/AIxB65684.2025.00020,2025,1,SENS_SCOPUS_01289,JA_EXISTIA_NO_CORPUS,REG_05666,doi_exato
SENS_SCOPUS_01300,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Revolutionizing Facilities Management Outsourcing: AI Applications and Case Studies in Sustainable Outsourcing Relationships,10.1007/978-3-031-91845-2_1,2025,1,SENS_SCOPUS_01300,JA_EXISTIA_NO_CORPUS,REG_05675,doi_exato
SENS_SCOPUS_01308,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,"Integrating artificial intelligence, building information modeling, and augmented reality to enhance facility maintenance",10.1080/17508975.2025.2582526,2025,2,SENS_SCOPUS_01308|SENS_WOS_art01_00832,JA_EXISTIA_NO_CORPUS,REG_05706,doi_exato
SENS_SCOPUS_01314,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,AI-Driven approaches for sustainable urban development: A PRISMA systematic review of machine and deep learning applications in occupant health and facility management,10.22712/susb.20250031,2025,1,SENS_SCOPUS_01314,JA_EXISTIA_NO_CORPUS,REG_05633,doi_exato
SENS_SCOPUS_01337,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Synthetic Fouling Image Data Generation for Heat Exchanger Predictive Maintenance,10.1109/COMPSAC65507.2025.00248,2025,2,SENS_SCOPUS_01337|SENS_WOS_art01_00160,JA_EXISTIA_NO_CORPUS,REG_07930,doi_exato
SENS_SCOPUS_01346,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,AI-Enhanced Robotics for Efficient Hospital Facility Maintenance in Cloud Environments,10.1109/ICCSP64183.2025.11088420,2025,1,SENS_SCOPUS_01346,JA_EXISTIA_NO_CORPUS,REG_05600,doi_exato
SENS_SCOPUS_01370,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Data-driven pavement management for sustainable urban mobility: predicting transverse cracking in CRCP using GA-optimized SVR,10.1108/F-05-2025-0077,2025,2,SENS_SCOPUS_01370|SENS_WOS_art01_00263,JA_EXISTIA_NO_CORPUS,REG_05815,doi_exato
SENS_SCOPUS_01403,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Cognitive Digital Twins: Integrating Deep Learning Models for Proactive Facilities Management in Smart Buildings,10.1061/9780784486436.040,2025,2,SENS_SCOPUS_01403|SENS_WOS_art01_00403,JA_EXISTIA_NO_CORPUS,REG_05630,doi_exato
SENS_SCOPUS_01437,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Technology Trends and Digital Transformation in Construction,10.1007/978-981-96-7631-6_25,2025,1,SENS_SCOPUS_01437,JA_EXISTIA_NO_CORPUS,REG_05856,doi_exato
SENS_SCOPUS_01465,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Bibliometric analysis of innovative technology use in sustainable facilities management for smart city development,10.1108/F-03-2025-0045,2025,2,SENS_SCOPUS_01465|SENS_WOS_art01_00941,JA_EXISTIA_NO_CORPUS,REG_05670,doi_exato
SENS_SCOPUS_01469,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Integration of building information modeling and machine learning for predictive maintenance,10.1016/B978-0-443-29861-5.00017-2,2025,2,SENS_SCOPUS_01469|SENS_CROSSREF_01833,JA_EXISTIA_NO_CORPUS,REG_05818,doi_exato
SENS_SCOPUS_01487,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Weather-aware deep learning framework for sustainable urban surveillance and infrastructure resilience,10.22712/susb.20250030,2025,1,SENS_SCOPUS_01487,JA_EXISTIA_NO_CORPUS,REG_05850,doi_exato
SENS_SCOPUS_01500,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Predicting maintenance cost overruns in public school buildings using a rough topological approach,10.1016/j.autcon.2024.105810,2024,1,SENS_SCOPUS_01500,JA_EXISTIA_NO_CORPUS,REG_08711,doi_exato
SENS_SCOPUS_01541,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Improving Equipment Maintenance—Switching from Corrective to Preventative Maintenance Strategies,10.3390/buildings14113581,2024,2,SENS_SCOPUS_01541|SENS_WOS_art01_00985,JA_EXISTIA_NO_CORPUS,REG_08625,doi_exato
SENS_SCOPUS_01558,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Intelligent Predictive Maintenance for Smart Building Systems,10.1109/ICSSAS64001.2024.10760900,2024,1,SENS_SCOPUS_01558,JA_EXISTIA_NO_CORPUS,REG_06570,doi_exato
SENS_SCOPUS_01559,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Modeling indoor thermal comfort in buildings using digital twin and machine learning,10.1016/j.dibe.2024.100480,2024,2,SENS_SCOPUS_01559|SENS_WOS_art02_00345,JA_EXISTIA_NO_CORPUS,REG_06203,doi_exato
SENS_SCOPUS_01564,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Complex Building’s Decision Support Method Based on Fuzzy Signatures †,10.3390/buildings14061630,2024,1,SENS_SCOPUS_01564,JA_EXISTIA_NO_CORPUS,REG_07953,doi_exato
SENS_SCOPUS_01572,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Generative AI Use in the Construction Industry,10.1007/978-3-031-46238-2_8,2024,1,SENS_SCOPUS_01572,JA_EXISTIA_NO_CORPUS,REG_06546,doi_exato
SENS_SCOPUS_01598,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Building Tomorrow: Unleashing the Potential of Artificial Intelligence in Construction,10.1007/978-3-031-77197-2,2024,1,SENS_SCOPUS_01598,JA_EXISTIA_NO_CORPUS,REG_06583,doi_exato
SENS_SCOPUS_01616,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,How Can Business Analytics Enhance Decision-Making in Oil and Gas Surface Facilities?,10.1109/ACCESS.2025.3582939,2025,2,SENS_SCOPUS_01616|SENS_WOS_art02_00484,JA_EXISTIA_NO_CORPUS,REG_09126,doi_exato
SENS_SCOPUS_01617,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,KNOWLEDGE DISCOVERY IN DATABASES FOR HOTEL SERVICE QUALITY IMPROVEMENT THROUGH DATA-MINING APPROACH,,2024,1,SENS_SCOPUS_01617,JA_EXISTIA_NO_CORPUS,REG_06094,titulo_exato
SENS_SCOPUS_01623,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Prospective Directions in the Computer Systems Industry Foundation Classes (IFC) for Shaping Data Exchange in the Sustainability and Resilience of Cities,10.3390/electronics13122297,2024,2,SENS_SCOPUS_01623|SENS_WOS_art02_00302,JA_EXISTIA_NO_CORPUS,REG_06347,doi_exato
SENS_SCOPUS_01631,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Exploring artificial intelligence role in improving service building engagement in sorting,10.1016/j.wasman.2024.07.031,2024,2,SENS_SCOPUS_01631|SENS_WOS_art01_00588,JA_EXISTIA_NO_CORPUS,REG_06129,doi_exato
SENS_SCOPUS_01638,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Comparative Study of Various Deep Learning Models for Structural Anomaly Detection,10.1007/978-981-99-9833-3_20,2024,1,SENS_SCOPUS_01638,JA_EXISTIA_NO_CORPUS,REG_06737,doi_exato
SENS_SCOPUS_01664,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,A whole-building data-driven fault detection and diagnosis approach for public buildings in hot climate regions,10.1016/j.enbenv.2023.07.005,2024,2,SENS_SCOPUS_01664|SENS_WOS_art01_00492,JA_EXISTIA_NO_CORPUS,REG_09229,doi_exato
SENS_SCOPUS_01676,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Decision Support for Building Thermal Comfort Monitoring with a Sustainable GenAI System,10.1109/DASA63652.2024.10836648,2024,1,SENS_SCOPUS_01676,JA_EXISTIA_NO_CORPUS,REG_06664,doi_exato
SENS_SCOPUS_01682,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Intelligent Buildings and Infrastructure with Sustainable and Social Values: Third edition,10.1680/9781835498187,2024,1,SENS_SCOPUS_01682,JA_EXISTIA_NO_CORPUS,REG_06198,doi_exato
SENS_SCOPUS_01693,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Integration of Cyber Physical Systems and Data Science into the Built Environment Lifecycle,10.1007/978-981-97-3562-4_33,2024,2,SENS_SCOPUS_01693|SENS_WOS_art02_00097,JA_EXISTIA_NO_CORPUS,REG_06589,doi_exato
SENS_SCOPUS_01696,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,"7th International Conference on Civil Engineering and Architecture, ICCEA 2024",,2025,2,SENS_SCOPUS_01696|SENS_SCOPUS_01987,JA_EXISTIA_NO_CORPUS,REG_05832,titulo_exato
SENS_SCOPUS_01701,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Priority Needs for Facilities of Office Buildings in Thailand: A Copula-Based Ordinal Regression Model with Machine Learning Approach,10.3390/buildings14030735,2024,2,SENS_SCOPUS_01701|SENS_WOS_art02_00346,JA_EXISTIA_NO_CORPUS,REG_09398,doi_exato
SENS_SCOPUS_01703,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Smart Building Digital Twin for Interior Water Distribution System Management,10.5194/isprs-archives-XLVIII-4-2024-373-2024,2024,2,SENS_SCOPUS_01703|SENS_WOS_art02_00134,JA_EXISTIA_NO_CORPUS,REG_09204,doi_exato
SENS_SCOPUS_01713,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Enabling Scalable and Efficient Building Energy Simulation through Scan-to-BIM,10.63044/s25ena60,2025,2,SENS_SCOPUS_01713|SENS_WOS_art02_00531,JA_EXISTIA_NO_CORPUS,REG_05576,doi_exato
SENS_SCOPUS_01714,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Digital Twins for Intelligent Operation and Maintenance of Floating Offshore Wind Turbine Infrastructure on MODENERLANDS,10.1007/978-981-96-3912-0_60,2025,1,SENS_SCOPUS_01714,JA_EXISTIA_NO_CORPUS,REG_05789,doi_exato
SENS_SCOPUS_01719,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,"Construction Project Estimation with LSTM:Materials, Costs and Timelines",10.1109/IC3IoT60841.2024.10550246,2024,1,SENS_SCOPUS_01719,JA_EXISTIA_NO_CORPUS,REG_06555,doi_exato
SENS_WOS_art02_00544,WoS,wos_nucleo_a5_sensibilidade_ia_ml,Synthetic dataset generation of energy consumption for residential apartment building in cold weather considering the building's aging,10.1016/j.dib.2024.110445,2024,2,SENS_SCOPUS_01723|SENS_WOS_art02_00544,JA_EXISTIA_NO_CORPUS,REG_06359,doi_exato
SENS_SCOPUS_01729,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Smart city landscape design for achieving net-zero emissions: Digital twin modeling,10.1016/j.seta.2024.103659,2024,2,SENS_SCOPUS_01729|SENS_WOS_art01_00220,JA_EXISTIA_NO_CORPUS,REG_06444,doi_exato
SENS_SCOPUS_01745,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Graph Neural Networks for building and civil infrastructure operation and maintenance enhancement,10.1016/j.aei.2024.102868,2024,2,SENS_SCOPUS_01745|SENS_WOS_art01_00326,JA_EXISTIA_NO_CORPUS,REG_06202,doi_exato
SENS_SCOPUS_01765,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Walking Environment Satisfaction in an Historic Block Based on POE and Machine Learning: A Case Study of Tianjin Five Avenues,10.3390/buildings14103047,2024,2,SENS_SCOPUS_01765|SENS_WOS_art02_00263,JA_EXISTIA_NO_CORPUS,REG_06220,doi_exato
SENS_SCOPUS_01773,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Empowering smart cities with digital twins of buildings: Applications and implementation considerations of data-driven energy modelling in building management,10.1177/01436244241239290,2024,2,SENS_SCOPUS_01773|SENS_WOS_art02_00468,JA_EXISTIA_NO_CORPUS,REG_06307,doi_exato
SENS_SCOPUS_01776,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Building automation and control systems for office buildings: Technical insights for effective facility management - A literature review,10.1016/j.jobe.2024.110943,2024,2,SENS_SCOPUS_01776|SENS_WOS_art02_00017,JA_EXISTIA_NO_CORPUS,REG_06161,doi_exato
SENS_SCOPUS_01779,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Identifying Anomalies in Consumption Data With Forecasting Models: A Case Study With Plausibility Checks At TU Dortmund University,10.15488/17740,2024,2,SENS_SCOPUS_01779|SENS_WOS_art01_00475,JA_EXISTIA_NO_CORPUS,REG_06648,doi_exato
SENS_SCOPUS_01780,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Integrated Building Intelligence,10.1007/978-3-031-68865-2,2024,1,SENS_SCOPUS_01780,JA_EXISTIA_NO_CORPUS,REG_06533,doi_exato
SENS_SCOPUS_01782,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,"CIEES 2024 - IEEE International Conference on Communications, Information, Electronic and Energy Systems",,2024,1,SENS_SCOPUS_01782,JA_EXISTIA_NO_CORPUS,REG_06666,titulo_exato
SENS_SCOPUS_01804,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,5G-enabled smart hospitals: Innovations in patient care and facility management,10.1097/MD.0000000000038239,2024,2,SENS_SCOPUS_01804|SENS_WOS_art02_00029,JA_EXISTIA_NO_CORPUS,REG_06370,doi_exato
SENS_SCOPUS_01805,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,A Bibliometric Exploration of Building Condition Assessment on Maintenance Strategies in TVET Institutions,10.59953/paperasia.v41i4b.530,2025,1,SENS_SCOPUS_01805,JA_EXISTIA_NO_CORPUS,REG_07908,doi_exato
SENS_SCOPUS_01860,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Improving Facility Management Performance in Public Higher Education Institution Buildings in Nigeria,10.1007/978-3-031-65321-6_4,2024,1,SENS_SCOPUS_01860,JA_EXISTIA_NO_CORPUS,REG_06548,doi_exato
SENS_SCOPUS_01868,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,"World Conference on Smart Trends in Systems, Security, and Sustainability, WS4 2023",,2024,1,SENS_SCOPUS_01868,JA_EXISTIA_NO_CORPUS,REG_07975,titulo_exato
SENS_SCOPUS_01876,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Closing the gap between theoretical models and real-time measurements - The SmartTune initiative,10.1051/e3sconf/202456210006,2024,2,SENS_SCOPUS_01876|SENS_WOS_art02_00457,JA_EXISTIA_NO_CORPUS,REG_06279,doi_exato
SENS_SCOPUS_01914,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Enhancing Operational Efficacy of Smart Parking Facilities through Intelligent License Plate Recognition,10.22115/SCCE.2024.416135.1716,2024,1,SENS_SCOPUS_01914,JA_EXISTIA_NO_CORPUS,REG_06703,doi_exato
SENS_SCOPUS_01917,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,An Overview of ‘Intelligent’ and ‘Smart’ Approaches in the Context of Buildings,10.1007/978-3-031-48461-2_50,2024,2,SENS_SCOPUS_01917|SENS_WOS_art01_00845,JA_EXISTIA_NO_CORPUS,REG_06537,doi_exato
SENS_SCOPUS_01927,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,The Development of Internet of Things (IoT) Preventive and Predictive Maintenance Solutions for Building Management,10.1007/978-981-99-7569-3_22,2024,1,SENS_SCOPUS_01927,JA_EXISTIA_NO_CORPUS,REG_06709,doi_exato
SENS_SCOPUS_01940,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Automatic Detection and Analysis of Concrete Cracks Using YOLO,10.1109/CONIT61985.2024.10627445,2024,1,SENS_SCOPUS_01940,JA_EXISTIA_NO_CORPUS,REG_07969,doi_exato
SENS_SCOPUS_01951,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,AI-Powered Digital Twins and Internet of Things for Smart Cities and Sustainable Building Environment,10.3390/app142412056,2024,2,SENS_SCOPUS_01951|SENS_WOS_art01_00842,JA_EXISTIA_NO_CORPUS,REG_06104,doi_exato
SENS_SCOPUS_01956,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,A Novel Framework for Estimation of the Maintenance and Operation Cost in Construction Projects: A Step Toward Sustainable Buildings,10.3390/su162310441,2024,2,SENS_SCOPUS_01956|SENS_WOS_art01_00111,JA_EXISTIA_NO_CORPUS,REG_06120,doi_exato
SENS_WOS_art01_00262,WoS,wos_nucleo_a5_sensibilidade_ia_ml,Next-Generation Building Condition Assessment: BIM and Neural Network Integration,10.1061/JPCFEV.CFENG-4828,2024,2,SENS_SCOPUS_01991|SENS_WOS_art01_00262,JA_EXISTIA_NO_CORPUS,REG_06111,doi_exato
SENS_SCOPUS_01995,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Managing sport organizations: Responsibility for performance,10.4324/9781032703145,2024,1,SENS_SCOPUS_01995,JA_EXISTIA_NO_CORPUS,REG_06280,doi_exato
SENS_SCOPUS_02000,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Automated Priority Assignment of Building Maintenance Tasks Using Natural Language Processing and Machine Learning,10.1061/JAEIED.AEENG-1516,2023,3,SENS_SCOPUS_02000|SENS_WOS_art01_00697|SENS_CROSSREF_01214,JA_EXISTIA_NO_CORPUS,REG_09216,doi_exato
SENS_SCOPUS_02004,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Predictive Maintenance 4.0 for Chilled Water System at Commercial Buildings: A Systematic Literature Review,10.3390/buildings12081229,2022,2,SENS_SCOPUS_02004|SENS_WOS_art01_00437,JA_EXISTIA_NO_CORPUS,REG_08724,doi_exato
SENS_SCOPUS_02007,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Moving towards Sustainable Smart Cities: A Review,10.1109/PEEIC59336.2023.10451196,2023,1,SENS_SCOPUS_02007,JA_EXISTIA_NO_CORPUS,REG_07293,doi_exato
SENS_SCOPUS_02011,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Effects of external weather on the water consumption of Thermal-Energy-Storage Air-Conditioning system,10.1016/j.nexus.2023.100187,2023,2,SENS_SCOPUS_02011|SENS_WOS_art01_00758,JA_EXISTIA_NO_CORPUS,REG_07105,doi_exato
SENS_SCOPUS_02015,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Roles of Artificial Intelligence and Machine Learning in Enhancing Construction Processes and Sustainable Communities,10.3390/buildings13082061,2023,2,SENS_SCOPUS_02015|SENS_WOS_art01_00781,JA_EXISTIA_NO_CORPUS,REG_07047,doi_exato
SENS_SCOPUS_02024,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Enhancing Parking Facility of Container Drayage in Seaports: A Study on Integrating Computer Vision and AI,10.1109/ICKII58656.2023.10332699,2023,1,SENS_SCOPUS_02024,JA_EXISTIA_NO_CORPUS,REG_07453,doi_exato
SENS_SCOPUS_02026,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,A BIM and AIoT Integration Framework for Improving Energy Efficiency in Green Buildings,10.1061/9780784485262.059,2024,2,SENS_SCOPUS_02026|SENS_WOS_art02_00373,JA_EXISTIA_NO_CORPUS,REG_06511,doi_exato
SENS_SCOPUS_02027,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,"DIGITAL TWIN SOLUTION IMPLEMENTED ON ENERGY HUB TO FOSTER SUSTAINABLE SMART ENERGY CITY, CASE STUDY OF SUSTAINABLE SMART ENERGY HUB",10.5194/isprs-annals-X-4-W3-2022-41-2022,2022,1,SENS_SCOPUS_02027,JA_EXISTIA_NO_CORPUS,REG_02483,doi_exato
SENS_SCOPUS_02029,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Internet of Things and the Smart Building Sector,10.1007/978-3-031-71426-9_19,2024,1,SENS_SCOPUS_02029,JA_EXISTIA_NO_CORPUS,REG_06802,doi_exato
SENS_SCOPUS_02032,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Understanding the Impact of the Operational Faults on Building Energy Performance,10.3850/978-981-18-5184-1_MS-14-064-cd,2024,1,SENS_SCOPUS_02032,JA_EXISTIA_NO_CORPUS,REG_06519,doi_exato
SENS_SCOPUS_02037,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,A hybrid machine learning method with explicit time encoding for improved Malaysian photovoltaic power prediction,10.1016/j.jclepro.2022.134979,2023,2,SENS_SCOPUS_02037|SENS_WOS_art01_00424,JA_EXISTIA_NO_CORPUS,REG_07473,doi_exato
SENS_SCOPUS_02048,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Financial Loss Assessment for Weather-Induced Railway Accidents Based on a Deep Learning Technique Using Weather Indicators,10.3390/app131810418,2023,2,SENS_SCOPUS_02048|SENS_WOS_art02_00244,JA_EXISTIA_NO_CORPUS,REG_07020,doi_exato
SENS_SCOPUS_02051,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,A ventilation early warning system (VEWS) for diaphanous workspaces considering COVID-19 and future pandemics scenarios,10.1016/j.heliyon.2023.e14640,2023,2,SENS_SCOPUS_02051|SENS_WOS_art02_00490,JA_EXISTIA_NO_CORPUS,REG_07175,doi_exato
